title,journal,source_x,publish_time,year,abstract_word_count
Inflammatory Disease of the Central Nervous System,Vet Clin North Am Small Anim Pract,PMC,2015-01-17,2015.0,19
"Abstracts of Papers Presented at the 3. Workshop of the Virology Section of the Deutsche Gesellschaft für Hygiene und Mikrobiologie Berlin, September 30 – October 4, 1979",Zentralbl Bakteriol A,PMC,2012-03-15,2012.0,0
In vivo depletion of interferon-gamma leads to susceptibility of A/J mice to mouse hepatitis virus 3 infection,Immunobiology,PMC,2011-11-02,2011.0,160
Should dermatologists be immunized against hepatitis B?,J Am Acad Dermatol,PMC,2008-07-31,2008.0,0
"Journal Roundup: Ebola, antibiotic use and abuse, and the usual suspects",J Hosp Infect,PMC,2015-01-06,2015.0,0
"Survey of viruses of the gut in 10,477 children admitted to general paediatic wards from 1981 to 1986",J Hosp Infect,PMC,2004-04-26,2004.0,0
Ten recent articles from the Journal of Hospital Infection that would not have been seen in Issue 1,J Hosp Infect,PMC,2018-08-01,2018.0,0
Vaccines and Principles of Immunization,Vet Clin North Am Small Anim Pract,PMC,2015-01-20,2015.0,48
Demonstration of CD13/Aminopeptidase N on Synovial Fluid T Cells from Patients with Different Forms of Joint Effusions,Immunobiology,PMC,2011-11-02,2011.0,176
Stability of human metapneumovirus and human coronavirus NL63 on medical instruments and in the patient environment,J Hosp Infect,PMC,2008-06-09,2008.0,0
A Major Role of Macrophage Activation by Interferon-Gamma During Mouse Hepatitis Virus Type 3 Infection: II. Age-Dependent Resistance,Immunobiology,PMC,2011-11-02,2011.0,157
Inflammatory Oral Cavity Diseases of the Cat,Vet Clin North Am Small Anim Pract,PMC,2015-01-20,2015.0,33
Diseases of Quail,Vet Clin North Am Small Anim Pract,PMC,2015-01-20,2015.0,82
"Abstracts of Papers Presented at the 8th Workshop of the Virology Section of the Deutsche Gesellschaft für Hygiene und Mikrobiologie, Würzburg, March 17–19, 1983",Zentralbl Bakteriol Mikrobiol Hyg A,PMC,2012-03-15,2012.0,0
"Novel coronavirus, poor quarantine, and the risk of pandemic",J Hosp Infect,PMC,2020-02-11,2020.0,0
Non-linear Dynamics of Two-Patch Model Incorporating Secondary Dengue Infection,Int J Appl Comput Math,PMC,2017-11-30,2017.0,184
Dynamics of an [Formula: see text] Epidemic Model with Vaccination and Saturated Incidence Rate,Int J Appl Comput Math,PMC,2018-08-25,2018.0,134
Five candidates compete for regional director of WHO EURO,Lancet,PMC,2009-09-10,2009.0,0
WHO and the media: a major impediment to global health?,Lancet,PMC,2014-06-11,2014.0,0
H5N1 influenza pandemic: contingency plans,Lancet,PMC,2005-08-11,2005.0,0
WHO declares Beijing to be free of SARS,Lancet,PMC,2003-06-28,2003.0,0
Emerging understandings of 2019-nCoV,Lancet,PMC,2020-01-24,2020.0,0
Chronique pour une pandémie grippale annoncée,Rev Mal Respir,PMC,2008-01-03,2008.0,0
"SARS: experience at Prince of Wales Hospital, Hong Kong",Lancet,PMC,2003-05-03,2003.0,0
Brazil faces worst outbreak of conjunctivitis in 20 years,Lancet,PMC,2003-05-17,2003.0,0
BALKAN (ENDEMIC) NEPHROPATHY AND A TOXIN-PRODUCING STRAIN OF PENICILLIUM VERRUCOSUM VAR CYCLOPIUM: AN EXPERIMENTAL MODEL IN RATS,Lancet,PMC,1977-03-26,1977.0,81
Immunity to infection,Curr Opin Immunol,PMC,2003-08-27,2003.0,0
A bacterial pathogenicity determinant associated with necrotizing enterocolitis(),Microb Pathog,PMC,2004-04-15,2004.0,151
Index of authors,Res Immunol,PMC,2004-12-10,2004.0,0
"SARS: screening, disease associations, and response",Lancet,PMC,2003-05-31,2003.0,0
Lymphocytic sialadenitis of Sjögren's syndrome associated with chronic hepatitis C virus liver disease,Lancet,PMC,1992-02-08,1992.0,168
Diagnosis of torovirus infection,Lancet,PMC,1991-04-06,1991.0,0
Keep genome data freely accessible,Lancet,PMC,2004-09-25,2004.0,0
Pathologies respiratoires infectieuses : des concepts à la pratique !,Rev Mal Respir,PMC,2017-07-10,2017.0,0
"Public health issues—An update: Recent news from the American Public Health Association, the World Health Organization, and other health care agencies",Clin Microbiol Newsl,PMC,2004-02-15,2004.0,0
Cell-to-cell fusion,Curr Opin Cell Biol,PMC,2004-02-24,2004.0,0
"1 Viruses, virulence and pathogenicity",Baillieres Clin Haematol,PMC,2006-09-16,2006.0,128
Responding to priority health challenges in the Arab world,Lancet,PMC,2014-01-20,2014.0,0
PREVIOUSLY UNDESCRIBED PARTICLES IN Au-ASSOCIATED HEPATITIS,Lancet,PMC,1973-08-04,1973.0,0
CORONAVIRUSES IN TRAINING CENTRE FOR INTELLECTUALLY RETARDED,Lancet,PMC,1977-01-29,1977.0,0
MERS-CoV: address the knowledge gaps to move forward,Lancet,PMC,2014-05-23,2014.0,0
Epidemiology and clinical outcomes of community-acquired pneumonia in adult patients in Asian countries: a prospective study by the Asian network for surveillance of resistant pathogens,Int J Antimicrob Agents,PMC,2007-12-26,2007.0,207
Pacific nations lead the way in fighting lymphatic filariasis,Lancet,PMC,2003-12-06,2003.0,0
How Can Emergency Departments Better Prepare for Emerging Infectious Disease Threats? A Returned Traveler With Fever Walks Into Triage…,J Emerg Med,PMC,2019-04-26,2019.0,0
"Les Annales de l'Institut Pasteur, 100 ans après",Ann Inst Pasteur Virol,PMC,2006-09-17,2006.0,0
Bacterial identification of adult lower respiratory tract infection,Lancet,PMC,1993-05-01,1993.0,0
Potential for receptor-based antiviral drugs against SARS,Lancet,PMC,2003-07-05,2003.0,0
Veterinary sources of foodborne illness,Lancet,PMC,1990-10-06,1990.0,0
Pregnancy and H1N1 infection,Lancet,PMC,2009-10-22,2009.0,0
Health is global: a UK Government strategy for 2008–13,Lancet,PMC,2008-12-26,2008.0,0
Prevalence of non-pneumonic infections with SARS-correlated virus,Lancet,PMC,2004-05-29,2004.0,0
The Immunology of the Bovine Respiratory Disease Complex,Vet Clin North Am Food Anim Pract,PMC,2015-12-10,2015.0,100
“SARS-Ed”: severe acute respiratory syndrome and the impact on medical education,Ann Emerg Med,PMC,2004-07-29,2004.0,0
Takeshi Kasai: the health security thinker from Japan,Lancet,PMC,2019-07-04,2019.0,0
Research needed to prevent MERS coronavirus outbreaks,Lancet,PMC,2017-04-13,2017.0,0
VIRUSES IN ENDEMIC (BALKAN) NEPHROPATHY,Lancet,PMC,1976-05-15,1976.0,0
SARS infection control,Lancet,PMC,2003-07-05,2003.0,0
"A novel apparatus for non-contact measurement of heart rate variability: a system to prevent secondary exposure of medical personnel to toxic materials under biochemical hazard conditions, in monitoring sepsis or in predicting multiple organ dysfunction syndrome",Biomed Pharmacother,PMC,2005-11-05,2005.0,232
The ghost of pandemics past,Lancet,PMC,2005-04-15,2005.0,0
Golgi localization signals,Trends Biochem Sci,PMC,2003-05-05,2003.0,0
Questions about comparative genomics of SARS coronavirus isolates,Lancet,PMC,2003-08-16,2003.0,0
Treatment of SARS with human interferons,Lancet,PMC,2003-10-04,2003.0,0
Chandipura virus: an emerging human pathogen?,Lancet,PMC,2004-09-09,2004.0,0
MULTISITE INTRADERMAL ANTIRABIES VACCINATION: Immune Responses in Man and Protection of Rabbits Against Death from Street Virus by Postexposure Administration of Human Diploid-Cell-Strain Rabies Vaccine,Lancet,PMC,1981-10-24,1981.0,114
Beijing doctor alleges SARS cases cover-up in China,Lancet,PMC,2003-04-19,2003.0,0
Will China ever come clean?,Lancet,PMC,2007-07-12,2007.0,0
CALF DIARRHŒA CORONAVIRUS,Lancet,PMC,1975-09-13,1975.0,0
UN highlights North Korea in appeal for aid,Lancet,PMC,2003-11-29,2003.0,0
Fighting viruses with antibiotics: an overlooked path,Int J Antimicrob Agents,PMC,2016-08-05,2016.0,0
Treatment of Diarrhea of Neonatal Calves,Vet Clin North Am Food Anim Pract,PMC,2016-02-15,2016.0,72
Reply to comments on “Zika virus transmission: What to concern on its transmission apart from mosquito control” by Viroj Wiwanitkit,J Formos Med Assoc,PMC,2016-05-09,2016.0,0
Journal club: A pilot gap analysis survey of US emergency medical services practitioners to determine training and education needs pertaining to highly infectious disease preparedness and response,Am J Infect Control,PMC,2018-02-28,2018.0,0
Pharmaceutical applications,Curr Opin Biotechnol,PMC,2004-08-26,2004.0,0
Coronaphobia: Fear and the 2019-nCoV outbreak,J Anxiety Disord,PMC,2020-02-10,2020.0,0
Mammalian gene studies,Curr Opin Biotechnol,PMC,2004-08-26,2004.0,0
Getting Africa on the front page,Lancet,PMC,2005-04-23,2005.0,0
A knowledge base for predicting protein localization sites in eukaryotic cells,Genomics,PMC,2005-07-25,2005.0,169
"Disease, transplantation and regeneration",Curr Opin Neurobiol,PMC,2002-02-11,2002.0,0
Examples of expression systems based on animal RNA viruses: Alphaviruses and influenza virus,Curr Opin Biotechnol,PMC,2004-08-26,2004.0,64
Mouse hepatitis virus A59-induced demyelination can occur in the absence of CD8(+) T cells,Microb Pathog,PMC,2004-10-29,2004.0,228
Expression systems,Curr Opin Biotechnol,PMC,2002-02-11,2002.0,0
AIRWAY INFECTION,Infect Dis Clin North Am,PMC,1998-09-01,1998.0,0
AUSTRALIA ANTIGEN AND SMOOTH-MUSCLE ANTIBODY IN ACUTE AND CHRONIC HEPATITIS,Lancet,PMC,1970-03-07,1970.0,0
Expression systems,Curr Opin Biotechnol,PMC,2004-08-26,2004.0,0
Commentary,Ann Emerg Med,PMC,2007-04-21,2007.0,0
Activation of autoreactive T cells by peptides from human pathogens,Curr Opin Immunol,PMC,2002-02-11,2002.0,89
Nucleus and gene expression,Curr Opin Cell Biol,PMC,2002-02-11,2002.0,0
China culls wild animals to prevent new SARS threat,Lancet,PMC,2004-01-10,2004.0,0
More cash for health care in China,Lancet,PMC,2003-09-27,2003.0,0
VIRUS-LIKE PARTICLES IN CALVES' FÆCES,Lancet,PMC,1975-07-12,1975.0,0
Organisation de la réanimation en situation de pandémie de grippe aviaire,Ann Fr Anesth Reanim,PMC,2007-11-07,2007.0,0
CAP workload recording,Clin Microbiol Newsl,PMC,1989-05-01,1989.0,0
Pharmaceutical applications,Curr Opin Biotechnol,PMC,2004-08-26,2004.0,0
Within-and between-strain variability in longevity of inbred and outbred rats under the same environmental conditions,Exp Gerontol,PMC,2000-02-17,2000.0,92
Lessons and myths in the HIV/AIDS response,Lancet,PMC,2009-11-13,2009.0,0
Differentiation of Gastrointestinal Diseases of Calves,Vet Clin North Am Food Anim Pract,PMC,2016-01-06,2016.0,48
3 Pathogenesis of feline panleukopenia virus and canine parvovirus,Baillieres Clin Haematol,PMC,2006-09-16,2006.0,197
Severe acute respiratory syndrome (SARS): infection control,Lancet,PMC,2003-04-19,2003.0,0
Treatment of SARS with human interferons,Lancet,PMC,2003-10-04,2003.0,0
INFECTION CONTROL CHALLENGES IN CHILD-CARE CENTERS,Infect Dis Clin North Am,PMC,1997-06-01,1997.0,198
CORONAVIRUS-LIKE PARTICLES IN DIARRHOEA STOOLS,Lancet,PMC,1980-12-06,1980.0,0
Screening for severe acute respiratory syndrome in the emergency department,Ann Emerg Med,PMC,2004-09-21,2004.0,0
Acute hæmorrhagic conjunctivitis during an epidemic outbreak of adenovirus-type-4 infection,Lancet,PMC,1975-10-25,1975.0,0
Cumulative Contents,Biochim Biophys Acta Mol Basis Dis,PMC,2006-11-17,2006.0,0
"SARS: screening, disease associations, and response",Lancet,PMC,2003-05-31,2003.0,0
Index for volume 19,Clin Microbiol Newsl,PMC,1997-12-15,1997.0,0
Veterinary clinical microbiology: Part II,Clin Microbiol Newsl,PMC,1990-11-01,1990.0,0
Autoimmunity,Curr Opin Immunol,PMC,2005-03-07,2005.0,0
Predicting the next pandemic,Lancet,PMC,2008-09-18,2008.0,0
China and global health,Lancet,PMC,2008-10-17,2008.0,0
Fibromyalgia syndrome: a pain modulation disorder related to altered limbic function?,Baillieres Clin Rheumatol,PMC,2006-02-24,2006.0,0
A pamphlet to answer patients' questions,Lancet,PMC,1975-10-25,1975.0,0
Aging-related morphological changes in the main olfactory bulb of the fischer 344 rat,Neurobiol Aging,PMC,2003-03-27,2003.0,166
Expert committee reviews SARS outbreak in Hong Kong,Lancet,PMC,2003-08-23,2003.0,0
Virus-induced interferon production in leukocyte cultures from children with recurrent respiratory infections. A follow-up study,Clin Diagn Virol,PMC,1999-03-08,1999.0,188
Revisions to the International Health Regulations,Lancet,PMC,2005-01-29,2005.0,0
SARS decision rule: who's a suspect?,Ann Emerg Med,PMC,2004-07-23,2004.0,0
Panspermia—true or false?,Lancet,PMC,2003-08-02,2003.0,0
Clinical considerations in the diagnosis of viral respiratory infections,Diagn Microbiol Infect Dis,PMC,2008-03-03,2008.0,156
Canada fury at WHO ban,Lancet,PMC,2003-05-03,2003.0,0
"Effects of 3,3′-iminodipropionitrile on acquisition and performance of spatial tasks in rats",Neurotoxicol Teratol,PMC,2002-11-04,2002.0,249
Deficiency in interferon production by leukocytes from children with recurrent respiratory infections,Clin Diagn Virol,PMC,2002-11-11,2002.0,136
"Recent news from the American public health association, the World Health Organization, and other health care agencies",Clin Microbiol Newsl,PMC,2003-08-15,2003.0,0
Comparison of monoclonal biotin-avidin enzyme immunoassay and monoclonal time-resolved fluoroimmunoassay in detection of respiratory virus antigens,Clin Diagn Virol,PMC,2000-02-14,2000.0,247
A proposal for the eradication of Middle East respiratory syndrome,Am J Infect Control,PMC,2017-09-01,2017.0,0
Virus-induced autoimmune disease,Curr Opin Immunol,PMC,2002-02-11,2002.0,209
Mechanisms of diarrhoea,Baillieres Clin Gastroenterol,PMC,2004-05-12,2004.0,0
US Congress eyes CDC's lingering morale problems,Lancet,PMC,2007-07-19,2007.0,0
WHO: 60 years on,Lancet,PMC,2008-04-03,2008.0,0
Category C Potential Bioterrorism Agents and Emerging Pathogens,Infect Dis Clin North Am,PMC,2006-06-07,2006.0,0
"Applied epidemiology elective at the Centers for Disease Control and Prevention, 1997–2002",Am J Prev Med,PMC,2004-03-10,2004.0,0
Practical Aspects of Implementation of a Bioterrorism Preparedness Program in a Hospital setting,Infect Dis Clin North Am,PMC,2006-06-07,2006.0,0
Japan steps up SARS plans,Lancet,PMC,2004-01-17,2004.0,0
ORAL CONTRACEPTIVES AND POST-MOLAR TROPHOBLASTIC TUMOURS,Lancet,PMC,1980-12-06,1980.0,0
Does This Patient Have Influenza?,Ann Emerg Med,PMC,2006-11-01,2006.0,0
SARS genome patent: symptom or disease?,Lancet,PMC,2003-06-14,2003.0,0
"COVID-19: too little, too late?",Lancet,PMC,2020-03-05,2020.0,0
Table des mots-clés: Tome 138,Ann Inst Pasteur Virol,PMC,2009-09-28,2009.0,0
Gesellschaft für Toxikologische Pathologie,Exp Toxicol Pathol,PMC,2011-11-06,2011.0,0
Ebola Preparedness: On Avoiding Making a Scary Virus Scarier,Ann Emerg Med,PMC,2015-01-17,2015.0,0
European equivalent of US Centers for Disease Control proposed,Lancet,PMC,2003-08-09,2003.0,0
Coronavirus and gastroenteritis in foals,Lancet,PMC,1975-10-25,1975.0,0
Canada and global health: accelerate leadership now,Lancet,PMC,2018-02-23,2018.0,0
Vote buying in the UN Security Council,Lancet,PMC,2007-01-04,2007.0,0
Unidentified viral particles could be associated with enteritis of various commercial bird species,Ann Inst Pasteur Virol,PMC,2006-09-17,2006.0,43
Reti sociali e diffusione di epidemie,Lett Mat Pristem,PMC,2016-03-23,2016.0,0
Psychoimmunology and infection,Clin Microbiol Newsl,PMC,1993-02-01,1993.0,0
A look back at 2013,Lancet,PMC,2013-12-20,2013.0,0
Lymphopenia in SARS,Lancet,PMC,2003-06-07,2003.0,0
The pattern of proteins synthesized in the liver is profoundly modified upon infection of susceptible mice with mouse hepatitis virus 3,Res Virol,PMC,2007-09-22,2007.0,168
Les virus de l’hiver,Presse Med,PMC,2008-01-03,2008.0,0
Can we measure ‘Sensationalisim’ and ‘Spin’?,J Clin Epidemiol,PMC,2016-06-18,2016.0,0
Cytokine network in the central nervous system and its roles in growth and differentiation of glial and neuronal cells,Int J Dev Neurosci,PMC,1999-12-16,1999.0,188
Expression systems,Curr Opin Biotechnol,PMC,2004-09-09,2004.0,0
United Nations panel warns of slow progress against HIV/AIDS,Lancet,PMC,2003-09-27,2003.0,0
Canadian infection-control experts push for health reform,Lancet,PMC,2003-10-18,2003.0,0
ClinMicroNet — Sharing experiences and building knowledge virtually,Clin Microbiol Newsl,PMC,2003-08-15,2003.0,148
Small interfering RNAs on top,Lancet,PMC,2004-04-24,2004.0,0
Host–pathogen interactions in the 21st century,Curr Opin Immunol,PMC,2005-06-13,2005.0,0
The role of the laboratory in the etiologic diagnosis of gastrointestinal infections,Clin Microbiol Newsl,PMC,1989-07-15,1989.0,0
Analysis of overlapping T- and B-Cell antigenic sites on rubella virus E1 envelope protein influence of HLA-DR4 polymorphism on T-cell clonal recognition,Hum Immunol,PMC,2003-01-02,2003.0,165
European health ministers split over organ trafficking,Lancet,PMC,2003-06-21,2003.0,0
US Army looking into Iraq pneumonia cases,Lancet,PMC,2003-08-16,2003.0,0
MELATONIN/CORTISOL RATIO IN PSYCHIATRIC ILLNESS,Lancet,PMC,1982-05-08,1982.0,0
Occupational Health Update: Focus on Preventing the Acquisition of Infections with Pre-exposure Prophylaxis and Postexposure Prophylaxis,Infect Dis Clin North Am,PMC,2016-08-09,2016.0,99
Differentiation of Gastrointestinal Diseases in Adult Cattle,Vet Clin North Am Food Anim Pract,PMC,2016-01-06,2016.0,40
Community-acquired MRSA,Lancet,PMC,2006-10-12,2006.0,0
Brundtland meets food and drink leaders but declines Coke cocktail,Lancet,PMC,2003-05-17,2003.0,0
ROTAVIRUS INFECTIONS OF APES,Lancet,PMC,1978-08-26,1978.0,0
Microbial challenge studies—a challenge worth accepting,Lancet,PMC,2005-08-11,2005.0,0
Plant biotechnology,Curr Opin Biotechnol,PMC,2004-09-07,2004.0,0
Grape Seed Proanthocyanidin Extract Alleviates Arsenic-induced Oxidative Reproductive Toxicity in Male Mice,Biomed Environ Sci,PMC,2015-06-18,2015.0,184
LABORATORY APPROACHES TO INFECTIOUS DIARRHEA,Gastroenterol Clin North Am,PMC,2001-09-01,2001.0,0
"Fluid Therapy for Diarrheic Calves: What, How, and How Much",Vet Clin North Am Food Anim Pract,PMC,2016-02-15,2016.0,39
Molecular Biology of Bovine Viral Diarrhea Virus and its Interactions with the Host,Vet Clin North Am Food Anim Pract,PMC,2016-01-06,2016.0,146
Coronavirus confirmed as cause of SARS,Lancet,PMC,2003-05-17,2003.0,0
Viral Hemorrhagic Fevers: Current Status of Endemic Disease and Strategies for Control,Infect Dis Clin North Am,PMC,2006-06-07,2006.0,0
MEPs approve plans for European CDC,Lancet,PMC,2004-02-21,2004.0,0
FUNGAL TOXINS AND ENDEMIC (BALKAN) NEPHROPATHY,Lancet,PMC,1976-07-03,1976.0,0
NEONATAL ROTAVIRUS INFECTION,Lancet,PMC,1982-05-08,1982.0,0
Panspermia—true or false?,Lancet,PMC,2003-08-02,2003.0,0
Immunity to infection,Curr Opin Immunol,PMC,2002-02-11,2002.0,0
The limits of techne and episteme(),Ann Emerg Med,PMC,2003-12-29,2003.0,0
Mucosal immunisation and immunoprophylaxis as potential strategies for prevention of SARS,Lancet,PMC,2004-06-26,2004.0,0
In vivo and in vitro models of demyelinating diseases XXIV. The infectious process in cyclosporin A treated Wistar Lewis rats inoculated with JHM virus(),Microb Pathog,PMC,2004-04-15,2004.0,226
ENTERIC ADENOVIRUSES AND ROTAVIRUSES IN INFANTILE GASTROENTERITIS IN DEVELOPING COUNTRIES,Lancet,PMC,1981-10-24,1981.0,0
Regulation of class II major histocompatibility complex genes: Relation to multiple sclerosis,Res Immunol,PMC,2002-12-09,2002.0,0
Necessity of a more standardized virological characterization of rodents for aging studies,Neurobiol Aging,PMC,2003-03-25,2003.0,97
"WHO, the Global Fund, and medical malpractice in malaria treatment",Lancet,PMC,2004-04-03,2004.0,0
China faces up to HIV/AIDS epidemic,Lancet,PMC,2003-12-13,2003.0,0
SARS genome patent: to manage and to share,Lancet,PMC,2003-08-02,2003.0,0
China promises to dash hopes of tobacco industry giants,Lancet,PMC,2004-01-03,2004.0,0
Registering clinical trials,Lancet,PMC,2004-06-26,2004.0,0
ROTAVIRUS INFECTIONS OF NEONATES,Lancet,PMC,1977-12-03,1977.0,135
Canadian officials watch SARS-like mystery bug,Lancet,PMC,2003-08-30,2003.0,0
"AIDS, alcohol, endothelium, and immunity",Alcohol,PMC,2003-03-06,2003.0,139
Uncertainty in SARS epidemiology,Lancet,PMC,2003-07-12,2003.0,0
Health-care workers in influenza pandemics,Lancet,PMC,2007-07-26,2007.0,0
"SARS under control, but lab-safety questions remain",Lancet,PMC,2004-05-29,2004.0,0
Tibetan health care takes back seat to infrastructure,Lancet,PMC,2003-09-06,2003.0,0
Getting political: fighting for global health,Lancet,PMC,2008-04-10,2008.0,0
Canada strengthens pandemic plan in wake of SARS,Lancet,PMC,2004-02-21,2004.0,0
Interferons as cytokines regulating leukocyte functions in vivo,Ann Inst Pasteur Immunol,PMC,2007-10-14,2007.0,0
"Update on emerging infections: News from the Centers for Disease Control and Prevention: Outbreaks of avian influenza A (H5N1) in Asia and interim recommendations for evaluation and reporting of suspected cases—United States, 2004",Ann Emerg Med,PMC,2004-11-19,2004.0,0
"China: towards “xiaokang”, but still living dangerously",Lancet,PMC,2004-02-07,2004.0,0
Immunity to infection,Curr Opin Immunol,PMC,2007-08-23,2007.0,0
Getting ready for SARS,Lancet,PMC,2003-11-15,2003.0,0
SIGNIFICANCE OF CRYPTOSPORIDIUM AND OTHER ENTERIC PATHOGENS IN DEVELOPING COUNTRIES,Lancet,PMC,1986-04-19,1986.0,0
CONTENTS,Anesthesiol Clin North Am,PMC,2005-03-01,2005.0,0
"Quantifying the roles of vomiting, diarrhea, and residents vs. staff in norovirus transmission in U.S. nursing home outbreaks",PLoS Comput Biol,PMC,2020-03-25,2020.0,283
"AUSTRALIA ANTIGEN, CORONAVIRUS, AND REVERSE TRANSCRIPTASE IN VIRAL HEPATITIS",Lancet,PMC,1971-07-31,1971.0,0
Necrotising enterocolitis—a community-acquired infectious disease?,Lancet,PMC,1992-01-25,1992.0,0
Packaging and unpackaging the sea urchin sperm genome,Trends Biochem Sci,PMC,2003-04-17,2003.0,114
Mammalian gene studies,Curr Opin Biotechnol,PMC,2004-08-26,2004.0,0
Bovine Enteric Colibacillosis,Vet Clin North Am Food Anim Pract,PMC,2016-02-15,2016.0,41
Counterfeit artesunate antimalarials in southeast Asia,Lancet,PMC,2003-07-12,2003.0,0
Biological response modifiers and infectious diseases: Actual and potential therapeutic agents,Int J Antimicrob Agents,PMC,2002-11-13,2002.0,122
Increased susceptibility to mouse hepatitis virus type 3 (MHV3) infection induced by a hypercholesterolaemic diet with increased adsorption of MHV3 to primary hepatocyte cultures,Res Virol,PMC,2002-12-11,2002.0,121
"Acute bronchitis in the community: clinical features,infective factors, changes in pulmonary function and bronchial reactivity to histamine",Respir Med,PMC,2008-02-08,2008.0,206
Related elsevier virology titles contents alert,Clin Diagn Virol,PMC,2005-01-13,2005.0,0
Effects of Parental Dietary Exposure to GM Rice TT51 on the Male Reproductive System of Rat Offspring,Biomed Environ Sci,PMC,2016-05-20,2016.0,197
Apocalypse from now on,Lancet,PMC,2003-04-12,2003.0,0
INTERFERON ASSAY AS A DIAGNOSTIC TEST,Lancet,PMC,1981-02-28,1981.0,0
Report details lessons from SARS outbreak,Lancet,PMC,2003-10-11,2003.0,0
Pseudoknots and the control of protein synthesis,Curr Opin Cell Biol,PMC,2004-05-07,2004.0,0
Detection of respiratory syncytial virus infection in nasal aspirate samples by flow cytometry,Clin Diagn Virol,PMC,2002-12-09,2002.0,224
The use of macrolides in respiratory tract infections,Int J Antimicrob Agents,PMC,2002-11-13,2002.0,163
Noninvasive positive pressure ventilation in acute chronic obstructive pulmonary disease,Ann Emerg Med,PMC,2003-12-29,2003.0,0
Immunological techniques,Curr Opin Immunol,PMC,2003-09-12,2003.0,0
Commentary,Ann Emerg Med,PMC,2017-12-18,2017.0,0
Necrotizing enterocolitis in an infant with group B streptococcal sepsis,Clin Microbiol Newsl,PMC,2001-05-01,2001.0,0
Rabies: ancient yet contemporary cause of encephalitis,Lancet,PMC,2005-03-11,2005.0,0
Prevention of cholera,Lancet,PMC,2004-03-13,2004.0,0
Rapid diagnosis of respiratory virus infections in patients with acute respiratory disease,Diagn Microbiol Infect Dis,PMC,2008-03-03,2008.0,233
Novel viruses associated with gastroenteritis,Clin Microbiol Newsl,PMC,1991-09-15,1991.0,0
Fever of Unknown Origin Due to Zoonoses,Infect Dis Clin North Am,PMC,2007-11-29,2007.0,84
Canadian researchers respond to CMAJ crisis,Lancet,PMC,2006-04-10,2006.0,0
"SARS exposed, pandemic influenza lurks",Lancet,PMC,2003-05-10,2003.0,0
Strengthening ICU health security for a coronavirus epidemic,Intensive Crit Care Nurs,PMC,2020-02-07,2020.0,0
Mysteries and miracles: Personal recollections in clinical and diagnostic Virology,Clin Diagn Virol,PMC,2001-11-12,2001.0,0
Connaître les maladies infectieuses des volailles (première partie),Actual Pharm,PMC,2013-03-15,2013.0,0
Just-in-time lectures: SARS,Lancet,PMC,2003-06-07,2003.0,0
China's rural health reforms tackle entrenched inequalities,Lancet,PMC,2006-05-11,2006.0,0
"Pathogens in livestock waste, their potential for movement through soil and environmental pollution",Appl Soil Ecol,PMC,2000-01-19,2000.0,197
Emerging stronger from the China crisis,Lancet,PMC,2003-04-19,2003.0,0
"The virulence of mouse hepatitis virus 3, as evidenced by permissivity of cultured hepatic cells toward escape mutants",Res Virol,PMC,2007-05-18,2007.0,127
Calf Pneumonia,Vet Clin North Am Food Anim Pract,PMC,2016-02-15,2016.0,158
Preventive strategies to keep Saudi Arabia SARS-free(),Am J Infect Control,PMC,2004-03-28,2004.0,0
News in Brief,Lancet,PMC,2003-07-12,2003.0,0
Table des auteurs,Ann Inst Pasteur Virol,PMC,2006-09-17,2006.0,0
Alice's living croquet theory,Int J Antimicrob Agents,PMC,2016-03-03,2016.0,0
Prevalence of non-pneumonic infections with SARS-correlated virus,Lancet,PMC,2004-05-29,2004.0,0
Sites of antigen presentation in T-cell mediated demyelinating diseases,Res Immunol,PMC,2002-12-09,2002.0,0
Cumulative Index 2004,Anesthesiol Clin North Am,PMC,2005-03-01,2005.0,0
Pharmaceutical applications,Curr Opin Biotechnol,PMC,2004-08-26,2004.0,0
Review criteria for assessment of antimicrobial susceptibility devices—what do they mean?,Clin Microbiol Newsl,PMC,1991-12-15,1991.0,0
Transferring and shipping organisms and toxins: the select agent rule,Clin Microbiol Newsl,PMC,2001-05-01,2001.0,0
Protein engineering,Curr Opin Biotechnol,PMC,2004-08-26,2004.0,0
Hypo-osmolality in beer drinkers,Lancet,PMC,1975-10-25,1975.0,0
Intravenous Fluid Therapy in Calves,Vet Clin North Am Food Anim Pract,PMC,2016-02-15,2016.0,48
Diagnosis of Neonatal Pig Diarrhea,Vet Clin North Am Food Anim Pract,PMC,2016-01-06,2016.0,63
Controversies in Clostridium difficile testing,Clin Microbiol Newsl,PMC,2002-05-15,2002.0,104
Public health versus political frontiers,Lancet,PMC,2007-02-22,2007.0,0
Related elsevier virology titles contents alert,Clin Diagn Virol,PMC,2003-07-28,2003.0,0
Table des auteurs: Tome 138,Ann Inst Pasteur Virol,PMC,2009-09-28,2009.0,0
FAILURE OF SALT TO MOBILISE RENAL DOPAMINE IN ESSENTIAL HYPERTENSION,Lancet,PMC,1980-12-27,1980.0,0
Europe contemplates US-style disease-control centre,Lancet,PMC,2003-05-10,2003.0,0
Rapid respiratory panel testing: Impact of active antimicrobial stewardship,Am J Infect Control,PMC,2018-10-31,2018.0,0
Index des articles publiés: Tome 138,Ann Inst Pasteur Virol,PMC,2009-09-28,2009.0,0
CARDITIS ASSOCIATED WITH CORONAVIRUS INFECTION,Lancet,PMC,1980-07-12,1980.0,0
